company,scope,key,original_value,corrected_value,status,evidence
infosys,consolidated,Other Noncurrent Liabilities_Other Long Term Liabilities,Not disclosed,Not disclosed,verified_ok,
infosys,standalone,Other Noncurrent Liabilities_Total Long Term Liabilities,Not disclosed,495,CORRECTED,p209 BS 'Other non-current liabilities 495'
infosys,consolidated,Other Noncurrent Liabilities_Total Long Term Liabilities,Not disclosed,561,CORRECTED,p329 'Total non-current other liabilities 561'
infosys,standalone,Other Current Liabilities_Revenue received in advance,Not disclosed,Not disclosed,verified_ok,
infosys,consolidated,Other Current Liabilities_Revenue received in advance,Not disclosed,Not disclosed,verified_ok,
infosys,standalone,Other Current Liabilities_Accrued Salary Payable,Not disclosed,Not disclosed,verified_ok,
infosys,consolidated,Other Current Liabilities_Accrued Salary Payable,Not disclosed,Not disclosed,verified_ok,
infosys,standalone,Other Current Liabilities_Employees Stock Options Outstanding,Not disclosed,Not disclosed,verified_ok,
infosys,consolidated,Other Current Liabilities_Employees Stock Options Outstanding,Not disclosed,Not disclosed,verified_ok,
infosys,standalone,Short Term Loans And Advances_Other Deposit Assets,10,10,verified_ok,
infosys,consolidated,Short Term Loans And Advances_Other Deposit Assets,75,75,verified_ok,
infosys,standalone,Short Term Loans And Advances_Advances to related parties,Not disclosed,Not disclosed,verified_ok,
infosys,consolidated,Short Term Loans And Advances_Advances to related parties,Not disclosed,Not disclosed,verified_ok,
infosys,standalone,Short Term Loans And Advances_Allowance for bad and doubtful loans,Not disclosed,Not disclosed,verified_ok,
infosys,consolidated,Short Term Loans And Advances_Allowance for bad and doubtful loans,Not disclosed,Not disclosed,verified_ok,
infosys,standalone,Other Current Assets_Advances to related parties,Not disclosed,Not disclosed,verified_ok,
infosys,consolidated,Other Current Assets_Advances to related parties,Not disclosed,Not disclosed,verified_ok,
infosys,standalone,Other Current Assets_Advances given suppliers,Not disclosed,Not disclosed,verified_ok,
infosys,consolidated,Other Current Assets_Advances given suppliers,Not disclosed,Not disclosed,verified_ok,
infosys,standalone,Other Current Assets_Export incentives receivables,Not disclosed,Not disclosed,verified_ok,
infosys,consolidated,Other Current Assets_Export incentives receivables,Not disclosed,Not disclosed,verified_ok,
infosys,standalone,Other Current Assets_Less : Doubtful Advances,Not disclosed,Not disclosed,verified_ok,
infosys,consolidated,Other Current Assets_Less : Doubtful Advances,Not disclosed,Not disclosed,verified_ok,
infosys,standalone,Authorised Equity Share Capital,"2,400","2,400",verified_ok,
infosys,consolidated,Authorised Equity Share Capital,"2,400","2,400",verified_ok,
infosys,standalone,Equity Issued,"2,027","2,027",verified_ok,
infosys,consolidated,Equity Issued,"2,024","2,024",verified_ok,
infosys,standalone,Equity Subscribed fully paid,"2,027","2,027",verified_ok,
infosys,consolidated,Equity Subscribed fully paid,"2,024","2,024",verified_ok,
infosys,standalone,Equity Forfeited,"₹1,500/-","₹1,500/-",verified_ok,
infosys,consolidated,Equity Forfeited,"₹1,500","₹1,500",verified_ok,
infosys,standalone,Equity Paid Up,"2,027","2,027",verified_ok,
infosys,consolidated,Equity Paid Up,"2,024","2,024",verified_ok,
infosys,standalone,Face Value of Share (in Rs),5,5,verified_ok,
infosys,consolidated,Face Value of Share (in Rs),5,5,verified_ok,
infosys,standalone,No Of Authorised Equity Shares,"4,80,00,00,000","4,80,00,00,000",verified_ok,
infosys,consolidated,No Of Authorised Equity Shares,"480,00,00,000","480,00,00,000",verified_ok,
infosys,standalone,No Of Issued Equity Shares,"4,05,55,91,723","4,05,55,91,723",verified_ok,
infosys,consolidated,No Of Issued Equity Shares,"404,69,40,812","404,69,40,812",verified_ok,
infosys,standalone,No Of Subscribed Equity Shares Fully Paid,Not disclosed,Not disclosed,verified_ok,
infosys,consolidated,No Of Subscribed Equity Shares Fully Paid,Not disclosed,"404,69,40,812",CORRECTED,"p324 'As at the end of the year 404,69,40,812'"
infosys,standalone,No Of Paid up Equity Shares,"4,05,55,91,723","4,05,55,91,723",verified_ok,
infosys,consolidated,No Of Paid up Equity Shares,Not disclosed,"404,69,40,812",CORRECTED,"p324 'As at the end of the year 404,69,40,812'"
infosys,standalone,Number of shares outstanding at beginning of period,Not disclosed,Not disclosed,verified_ok,
infosys,consolidated,Number of shares outstanding at beginning of period,"414,36,07,528","414,36,07,528",verified_ok,
infosys,standalone,No Of Shares Increase Towards Stock Split,Not disclosed,Not disclosed,verified_ok,
infosys,consolidated,No Of Shares Increase Towards Stock Split,Not disclosed,Not disclosed,verified_ok,
infosys,standalone,No Of Shares bought back or treasury shares,"10,00,00,000","10,00,00,000",verified_ok,
infosys,consolidated,No Of Shares bought back or treasury shares,"86,50,911","86,50,911",verified_ok,
infosys,consolidated,Equity attributable to the equity holders of the parent,Not disclosed,Not disclosed,verified_ok,
infosys,consolidated,Share Depreciation Joint ventures,Not disclosed,Not disclosed,verified_ok,
infosys,both,Total Power & Fuel Expenses,Not disclosed,Not disclosed,verified_ok,
infosys,both,Consumption Of Stores And Spare Parts,Not disclosed,Not disclosed,verified_ok,
infosys,standalone,Brokerage/Commission To Agents,Not disclosed,Not disclosed,verified_ok,
infosys,consolidated,Brokerage/Commission To Agents,Not disclosed,Not disclosed,verified_ok,
infosys,standalone,Carriage Outwards,Not disclosed,Not disclosed,verified_ok,
infosys,consolidated,Carriage Outwards,Not disclosed,Not disclosed,verified_ok,
infosys,standalone,Legal & Professional Charges,Not disclosed,Not disclosed,verified_ok,
infosys,consolidated,Legal & Professional Charges,Not disclosed,Not disclosed,verified_ok,
infosys,standalone,Payments To Auditor,Not disclosed,Not disclosed,verified_ok,
infosys,consolidated,Payments To Auditor,Not disclosed,Not disclosed,verified_ok,
infosys,standalone,Payment for reimbursement of expenses,Not disclosed,Not disclosed,verified_ok,
infosys,consolidated,Payment for reimbursement of expenses,Not disclosed,Not disclosed,verified_ok,
infosys,standalone,Donations Subscriptions,Not disclosed,Not disclosed,verified_ok,
infosys,consolidated,Donations Subscriptions,Not disclosed,Not disclosed,verified_ok,
infosys,standalone,CSR Expenditure,577,577,verified_ok,
infosys,consolidated,CSR Expenditure,623,623,verified_ok,
infosys,standalone,Impairment loss on financial assets loans and advances,71,71,verified_ok,
infosys,consolidated,Impairment loss on financial assets loans and advances,75,75,verified_ok,
infosys,standalone,Provision Bad Doubtful Loans Advances,Not disclosed,Not disclosed,verified_ok,
infosys,consolidated,Provision Bad Doubtful Loans Advances,Not disclosed,Not disclosed,verified_ok,
infosys,standalone,Bad Debts Advances Written Off,Not disclosed,Not disclosed,verified_ok,
infosys,consolidated,Bad Debts Advances Written Off,Not disclosed,(270),CORRECTED,p320 'Amounts written off (270)'
infosys,standalone,Interest Expense Borrowings,Not disclosed,Not disclosed,verified_ok,
infosys,consolidated,Interest Expense Borrowings,Not disclosed,Not disclosed,verified_ok,
infosys,standalone,"Total Changes In Inventories Of Finished Goods, Work-In-Progress And Stock-In-Trade",Not disclosed,Not disclosed,verified_ok,
infosys,consolidated,"Total Changes In Inventories Of Finished Goods, Work-In-Progress And Stock-In-Trade",Not disclosed,Not disclosed,verified_ok,
infosys,standalone,Deferred Tax Assets (Net)_Deferred tax liabilities_Accumulated Depreciation,Not disclosed,234,CORRECTED,"p252 'Property, plant and equipment ... 234'"
infosys,consolidated,Deferred Tax Assets (Net)_Deferred tax liabilities_Accumulated Depreciation,Not disclosed,Not disclosed,verified_ok,
infosys,standalone,Deferred Tax Liability (Net)_Deferred Tax Assets_Leave Encashment,709,709,verified_ok,
infosys,consolidated,Deferred Tax Liability (Net)_Deferred Tax Assets_Leave Encashment,843,843,verified_ok,
