company,scope,key,original_value,corrected_value,status,evidence
reliance,consolidated,Other Current Assets_Advances given suppliers,Not disclosed,Not disclosed,verified_ok,
reliance,standalone,Other Current Assets_Export incentives receivables,Not disclosed,Not disclosed,verified_ok,
reliance,consolidated,Other Current Assets_Export incentives receivables,Not disclosed,Not disclosed,verified_ok,
reliance,standalone,Other Current Assets_Less : Doubtful Advances,Not disclosed,Not disclosed,verified_ok,
reliance,consolidated,Other Current Assets_Less : Doubtful Advances,Not disclosed,Not disclosed,verified_ok,
reliance,standalone,Authorised Equity Share Capital,"49,000","49,000",verified_ok,
reliance,consolidated,Authorised Equity Share Capital,"49,000","49,000",verified_ok,
reliance,standalone,Equity Issued,"13,532","13,532",verified_ok,
reliance,consolidated,Equity Issued,"13,532","13,532",verified_ok,
reliance,standalone,Equity Subscribed fully paid,"13,532","13,532",verified_ok,
reliance,consolidated,Equity Subscribed fully paid,"13,532","13,532",verified_ok,
reliance,standalone,Equity Forfeited,Not disclosed,Not disclosed,verified_ok,
reliance,consolidated,Equity Forfeited,Not disclosed,Not disclosed,verified_ok,
reliance,standalone,Equity Paid Up,"13,532","13,532",verified_ok,
reliance,consolidated,Equity Paid Up,"13,532","13,532",verified_ok,
reliance,standalone,Face Value of Share (in Rs),10,10,verified_ok,
reliance,consolidated,Face Value of Share (in Rs),10,10,verified_ok,
reliance,standalone,No Of Authorised Equity Shares,"49,00,00,00,000","49,00,00,00,000",verified_ok,
reliance,consolidated,No Of Authorised Equity Shares,"49,00,00,00,000","49,00,00,00,000",verified_ok,
reliance,standalone,No Of Issued Equity Shares,"13,53,24,72,634","13,53,24,72,634",verified_ok,
reliance,consolidated,No Of Issued Equity Shares,"13,53,24,72,634","13,53,24,72,634",verified_ok,
reliance,standalone,No Of Subscribed Equity Shares Fully Paid,"13,53,24,72,634","13,53,24,72,634",verified_ok,
reliance,consolidated,No Of Subscribed Equity Shares Fully Paid,"13,53,24,72,634","13,53,24,72,634",verified_ok,
reliance,standalone,No Of Paid up Equity Shares,"13,53,24,72,634","13,53,24,72,634",verified_ok,
reliance,consolidated,No Of Paid up Equity Shares,"13,53,24,72,634","13,53,24,72,634",verified_ok,
reliance,standalone,Number of shares outstanding at beginning of period,"13,53,23,72,898","13,53,23,72,898",verified_ok,
reliance,consolidated,Number of shares outstanding at beginning of period,"13,53,23,72,898","13,53,23,72,898",verified_ok,
reliance,standalone,No Of Shares Increase Towards Stock Split,Not disclosed,Not disclosed,verified_ok,
reliance,consolidated,No Of Shares Increase Towards Stock Split,Not disclosed,Not disclosed,verified_ok,
reliance,standalone,No Of Shares bought back or treasury shares,Not disclosed,Not disclosed,verified_ok,
reliance,consolidated,No Of Shares bought back or treasury shares,Not disclosed,Not disclosed,verified_ok,
reliance,consolidated,Equity attributable to the equity holders of the parent,"9,04,030","9,04,030",verified_ok,
reliance,consolidated,Share Depreciation Joint ventures,Not disclosed,Not disclosed,verified_ok,
reliance,standalone,Total Power & Fuel Expenses,"19,735","19,735",verified_ok,
reliance,consolidated,Total Power & Fuel Expenses,"22,069","22,069",verified_ok,
reliance,standalone,Consumption Of Stores And Spare Parts,Not disclosed,Not disclosed,verified_ok,
reliance,consolidated,Consumption Of Stores And Spare Parts,Not disclosed,Not disclosed,verified_ok,
reliance,standalone,Brokerage/Commission To Agents,Not disclosed,Not disclosed,verified_ok,
reliance,consolidated,Brokerage/Commission To Agents,Not disclosed,Not disclosed,verified_ok,
reliance,standalone,Carriage Outwards,Not disclosed,Not disclosed,verified_ok,
reliance,consolidated,Carriage Outwards,Not disclosed,Not disclosed,verified_ok,
reliance,standalone,Legal & Professional Charges,Not disclosed,"1,886",CORRECTED,"p152 Establishment Expenses 'Professional Fees' = 1,886 = legal/professional/consultancy fees per definition (alias 'Professional and consultancy charges'). Prior 'Not disclosed' too strict"
reliance,consolidated,Legal & Professional Charges,Not disclosed,"3,874",CORRECTED,"p157(pr.233): cons Other Expenses 'Professional Fees 3,874'"
reliance,standalone,Payments To Auditor,52,52,verified_ok,
reliance,consolidated,Payments To Auditor,122,122,verified_ok,
reliance,standalone,Payment for reimbursement of expenses,Not disclosed,Not disclosed,verified_ok,
reliance,consolidated,Payment for reimbursement of expenses,Not disclosed,Not disclosed,verified_ok,
reliance,standalone,Donations Subscriptions,"1,734","1,734",verified_ok,
reliance,consolidated,Donations Subscriptions,"2,756","2,756",verified_ok,
reliance,standalone,CSR Expenditure,"1,223","1,223",verified_ok,
reliance,consolidated,CSR Expenditure,"2,248","2,248",verified_ok,
reliance,standalone,Impairment loss on financial assets loans and advances,Not disclosed,Not disclosed,verified_ok,
reliance,consolidated,Impairment loss on financial assets loans and advances,Not disclosed,Not disclosed,verified_ok,
reliance,standalone,Provision Bad Doubtful Loans Advances,Not disclosed,Not disclosed,verified_ok,
reliance,consolidated,Provision Bad Doubtful Loans Advances,Not disclosed,Not disclosed,verified_ok,
reliance,standalone,Bad Debts Advances Written Off,Not disclosed,Not disclosed,verified_ok,
reliance,consolidated,Bad Debts Advances Written Off,Not disclosed,Not disclosed,verified_ok,
reliance,standalone,Interest Expense Borrowings,"5,187","5,187",verified_ok,
reliance,consolidated,Interest Expense Borrowings,"22,050","22,050",verified_ok,
reliance,standalone,"Total Changes In Inventories Of Finished Goods, Work-In-Progress And Stock-In-Trade","(6,750)","(6,750)",verified_ok,
reliance,consolidated,"Total Changes In Inventories Of Finished Goods, Work-In-Progress And Stock-In-Trade","(10,267)","(10,267)",verified_ok,
reliance,standalone,Deferred Tax Assets (Net)_Deferred tax liabilities_Accumulated Depreciation,"37,535","37,535",verified_ok,
reliance,consolidated,Deferred Tax Assets (Net)_Deferred tax liabilities_Accumulated Depreciation,Not disclosed,"1,12,897",CORRECTED,"p148 'Property, Plant and Equipment and ... 1,12,897'"
reliance,standalone,Deferred Tax Liability (Net)_Deferred Tax Assets_Leave Encashment,Not disclosed,Not disclosed,verified_ok,
reliance,consolidated,Deferred Tax Liability (Net)_Deferred Tax Assets_Leave Encashment,Not disclosed,Not disclosed,verified_ok,
