company,scope,key,original_value,corrected_value,status,evidence
hindalco,consolidated,Other Current Assets_Advances given suppliers,"1,297","1,297",verified_ok,
hindalco,standalone,Other Current Assets_Export incentives receivables,Not disclosed,Not disclosed,verified_ok,
hindalco,consolidated,Other Current Assets_Export incentives receivables,Not disclosed,Not disclosed,verified_ok,
hindalco,standalone,Other Current Assets_Less : Doubtful Advances,(122),(122),verified_ok,
hindalco,consolidated,Other Current Assets_Less : Doubtful Advances,(131),(131),verified_ok,
hindalco,standalone,Authorised Equity Share Capital,250,250,verified_ok,
hindalco,consolidated,Authorised Equity Share Capital,250,250,verified_ok,
hindalco,standalone,Equity Issued,225,225,verified_ok,
hindalco,consolidated,Equity Issued,225,225,verified_ok,
hindalco,standalone,Equity Subscribed fully paid,225,225,verified_ok,
hindalco,consolidated,Equity Subscribed fully paid,225,225,verified_ok,
hindalco,standalone,Equity Forfeited,-,-,verified_ok,
hindalco,consolidated,Equity Forfeited,-,"(546,249)",CORRECTED,"p292 'Less: Face Value of Equity Shares forfeited (546,249)'"
hindalco,standalone,Equity Paid Up,222,222,verified_ok,
hindalco,consolidated,Equity Paid Up,222,222,verified_ok,
hindalco,standalone,Face Value of Share (in Rs),1,1,verified_ok,
hindalco,consolidated,Face Value of Share (in Rs),1,1,verified_ok,
hindalco,standalone,No Of Authorised Equity Shares,"2,500,000,000","2,500,000,000",verified_ok,
hindalco,consolidated,No Of Authorised Equity Shares,"2,500,000,000","2,500,000,000",verified_ok,
hindalco,standalone,No Of Issued Equity Shares,"2,247,780,169","2,247,780,169",verified_ok,
hindalco,consolidated,No Of Issued Equity Shares,"2,247,780,169","2,247,780,169",verified_ok,
hindalco,standalone,No Of Subscribed Equity Shares Fully Paid,"2,247,772,772","2,247,772,772",verified_ok,
hindalco,consolidated,No Of Subscribed Equity Shares Fully Paid,"2,247,772,772","2,247,772,772",verified_ok,
hindalco,standalone,No Of Paid up Equity Shares,"2,247,226,523","2,247,226,523",verified_ok,
hindalco,consolidated,No Of Paid up Equity Shares,"2,247,226,523","2,247,226,523",verified_ok,
hindalco,standalone,Number of shares outstanding at beginning of period,"2,220,623,508","2,220,623,508",verified_ok,
hindalco,consolidated,Number of shares outstanding at beginning of period,"2,220,623,508","2,220,623,508",verified_ok,
hindalco,standalone,No Of Shares Increase Towards Stock Split,Not disclosed,Not disclosed,verified_ok,
hindalco,consolidated,No Of Shares Increase Towards Stock Split,Not disclosed,Not disclosed,verified_ok,
hindalco,standalone,No Of Shares bought back or treasury shares,"(26,783,115)","(26,783,115)",verified_ok,"p292 Less: Treasury Shares = (b)(i) 16,316,130 + (b)(ii) 10,466,985 = 26,783,115"
hindalco,consolidated,No Of Shares bought back or treasury shares,"10,466,985","(26,783,115)",CORRECTED,"p369 Less: Treasury Shares = (b)(i) 16,316,130 + (b)(ii) 10,466,985 = 26,783,115; prior GT captured only (b)(ii) ESOP component"
hindalco,consolidated,Equity attributable to the equity holders of the parent,"123,709","123,709",verified_ok,
hindalco,consolidated,Share Depreciation Joint ventures,Not disclosed,Not disclosed,verified_ok,
hindalco,standalone,Total Power & Fuel Expenses,"8,798","8,798",verified_ok,
hindalco,consolidated,Total Power & Fuel Expenses,"14,396","14,396",verified_ok,
hindalco,standalone,Consumption Of Stores And Spare Parts,882,882,verified_ok,
hindalco,consolidated,Consumption Of Stores And Spare Parts,"4,827","4,827",verified_ok,
hindalco,standalone,Brokerage/Commission To Agents,Not disclosed,Not disclosed,verified_ok,
hindalco,consolidated,Brokerage/Commission To Agents,Not disclosed,Not disclosed,verified_ok,
hindalco,standalone,Carriage Outwards,"1,006","1,006",verified_ok,
hindalco,consolidated,Carriage Outwards,"8,062","8,062",verified_ok,
hindalco,standalone,Legal & Professional Charges,Not disclosed,Not disclosed,verified_ok,
hindalco,consolidated,Legal & Professional Charges,Not disclosed,Not disclosed,verified_ok,
hindalco,standalone,Payments To Auditor,7,7,verified_ok,
hindalco,consolidated,Payments To Auditor,92,92,verified_ok,
hindalco,standalone,Payment for reimbursement of expenses,-,-,verified_ok,
hindalco,consolidated,Payment for reimbursement of expenses,2,2,verified_ok,
hindalco,standalone,Donations Subscriptions,263,263,verified_ok,
hindalco,consolidated,Donations Subscriptions,365,365,verified_ok,
hindalco,standalone,CSR Expenditure,64,64,verified_ok,
hindalco,consolidated,CSR Expenditure,Not disclosed,Not disclosed,verified_ok,
hindalco,standalone,Impairment loss on financial assets loans and advances,34,34,verified_ok,
hindalco,consolidated,Impairment loss on financial assets loans and advances,36,36,verified_ok,
hindalco,standalone,Provision Bad Doubtful Loans Advances,34,34,verified_ok,
hindalco,consolidated,Provision Bad Doubtful Loans Advances,36,36,verified_ok,
hindalco,standalone,Bad Debts Advances Written Off,Not disclosed,Not disclosed,verified_ok,
hindalco,consolidated,Bad Debts Advances Written Off,-,-,verified_ok,
hindalco,standalone,Interest Expense Borrowings,"1,051","1,051",verified_ok,
hindalco,consolidated,Interest Expense Borrowings,"3,875","3,875",verified_ok,
hindalco,standalone,"Total Changes In Inventories Of Finished Goods, Work-In-Progress And Stock-In-Trade",(130),(130),verified_ok,
hindalco,consolidated,"Total Changes In Inventories Of Finished Goods, Work-In-Progress And Stock-In-Trade","(2,327)","(2,327)",verified_ok,
hindalco,standalone,Deferred Tax Assets (Net)_Deferred tax liabilities_Accumulated Depreciation,Not disclosed,Not disclosed,verified_ok,
hindalco,consolidated,Deferred Tax Assets (Net)_Deferred tax liabilities_Accumulated Depreciation,205,205,verified_ok,
hindalco,standalone,Deferred Tax Liability (Net)_Deferred Tax Assets_Leave Encashment,30,30,verified_ok,
hindalco,consolidated,Deferred Tax Liability (Net)_Deferred Tax Assets_Leave Encashment,36,36,verified_ok,
